guid,Schweiz (codiert),Schweiz (uncodiert),Bemerkungen,Remarques,Osservazioni
78BA48DB-DDB0-4704-A876-1973D9795016,1,vom Aussterben bedroht,Uferzonen mit steinigem Grund,zone littorale à fond pierreux,zona litorale con fondo sassoso
5B9D75D7-347E-4A22-9073-AB6EC896DD8A,3,gefährdet,Seen und Flüsse,lacs et rivières,laghi e fiumi
95545722-6AF5-43A6-865F-BD8AC166636E,2,stark gefährdet,"seichte, pflanzenreiche Gewässer",eaux basses riches en végétation,acque basse ricche di vegetazione
3BBD0D73-4C91-490C-A27B-B20B372089B3,2,stark gefährdet,südseitige Waldränder,lisières forêts orientées au sud,margini boschivi esposti a sud
A1CF4251-551F-4D55-A6E7-0031FF2B63B0,4,potentiell gefährdet,"Quellen (BE, GE, VD)","sources (BE, GE, VD)","sorgenti (BE, GE, VD)"
A333D066-C5A6-4BE4-A7CA-6A276DD9CA26,4,potentiell gefährdet,Grundwasser (Hohgant),eaux souterraines (Hohgant),falde freatiche (Hohgant)
6BD567A1-2CD6-4BFC-A40C-95CF00DEDD8F,4,potentiell gefährdet,Grundwasser Jura bis Randen,eaux souterraines du Jura,falde freatiche nel calcare del Giura
17F692E6-2C44-4899-8EF8-13D44FD666C2,0,ausgestorben oder verschollen,"pflanzenreiches Seichtwasser (TI) (steiniges Sublitoral), im Muzzanersee ausgerottet","eaux basses riches en végétation (TI), exterminée dans le lac de Muzzano","acque basse ricche di vegetazione (TI), sublitterale pietroso estinta nel lago di Muzzano"
13DCEF9E-795D-4A9E-9CDC-792EAB358EE2,3,gefährdet,"Seichtwasser Zürich- und Greifensee, Hochrhein","eaux basses (lac de Zürich, Greifensee, Hochrhein)","acque basse (Lago di Zurigo, Greifensee, Hochrhein)"
9CE95541-712B-48FF-853F-B417A390F104,4,potentiell gefährdet,felsige Waldstandorte,forêts rocailleuses,stazioni boschive con rocce
4CA74B8C-8834-4321-B8DB-055B0C202950,3,gefährdet,"lichter, trockenwarmer Wald",forêts thermophiles clairsemées,"boschi caldi, secci e radi"
830EAD8F-E72A-448D-8DA3-09289E45E755,4,potentiell gefährdet,tiefgründiger Waldboden,sol forestier profond,suoli forestali profondi
E76E1F03-3E66-4D9F-B13B-755638BC6D4D,3,gefährdet,"Flüsse, Teiche und Seen","rivières, étangs et lacs","fiumi, stagni e laghi"
B3781986-DD81-4BAC-8C24-185A42FBF589,1,vom Aussterben bedroht,"Auen, Sümpfe","prés humides, marais","golene, paludi"
9869E234-37A2-493E-A9A3-DFCFE0B77DCE,3,gefährdet,pflanzenreiches Stillwasser,eaux dormantes riches en végétation,acque ferme ricche di vegetazione
0CFAF8B1-EACF-4F9D-A56C-B779ADFF36A0,2,stark gefährdet,Teiche und Seen,"étangs, lacs",stagni e laghi
6051E822-4875-481B-B38F-473F22C67616,4,potentiell gefährdet,"Sümpfe, Teiche, Seen","marais, étangs, lacs","paludi, stagni, laghi"
F067C899-0F4D-448C-86EC-0B998A1FD584,3,gefährdet,seichte Wassergräben (VD),fossés basses (VD),fossi bassi (VD)
70E76DA9-B129-447E-A0BE-97D6DDB1CF6F,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
221DB02F-7483-438B-AB2E-157D07B11622,2,stark gefährdet,"klare, pflanzenreiche Gewässer",eaux claires riches en végétation,acque limpide ricche di vegetazione
3CC4BBC4-8EE9-4824-83C0-3C5E2D4D01D5,3,gefährdet,warme Gewässer,eaux chaudes,acque calde
0C16C1A4-6249-4D35-BDE5-9498171C92E2,4,potentiell gefährdet,"Wassergräben, flache Seeufer","fossés, rives lacustres","fossi, rive lacustri dolci"
294DB402-EEE9-41C8-A6F5-58B7EA7C6F19,3,gefährdet,"Kleingewässer, Sümpfe","eaux de faible étendue, marais","paludi, piccoli specchi d'aqua"
4D27C83C-AAEE-4751-B899-3FD48FA7A105,3,gefährdet,"kleine, stehende Gewässer",eaux stagnantes de faible étendue,piccoli specchi d'acqua stagnante
48AF2F2D-FA2B-4F7A-9FE8-90023373CB3B,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
D2F05235-29B9-4EDA-B81F-0E45A609EC47,2,stark gefährdet,"klare, stehende Gewässer",eaux stagnantes claires,acque stagnanti limpide
6F54955A-F00D-48E6-AC16-6A7D017F57C2,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
1CB71477-C254-403D-BAC9-01BF79DB7DBE,2,stark gefährdet,pflanzenreiches Stillwasser,eaux dormantes riches en végétation,acque ferme ricche di vegetazione
AFC3F4B5-D03C-46D6-AFCE-351514163477,1,vom Aussterben bedroht,"klare, stehende Gewässer",eaux stagnantes claires,zone di interramento pulite
3E3EAA98-FD91-4EFE-8938-45875914337E,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque stagnanti limpide
62C7E64E-993E-4C51-901B-7A01D84157B3,1,vom Aussterben bedroht,saubere Verlandungszonen,zones d'assèchement propres,acque ricche di vegetazione
A6E96146-AA98-4709-A796-F13CF180F300,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
9C36B050-D12E-4FAC-9864-0010BD12F82B,3,gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
2F962AB8-7829-434C-AABC-5C8B9035B9B6,3,gefährdet,"kalkreiche, klare Gewässer",eaux calcaires claires,acque limpide ricche di carbonati
FB89A9F0-9970-459A-8E77-203D61339D80,4,potentiell gefährdet,pflanzenreiche Gewässer,eaux riches en végétation,acque ricche di vegetazione
C44D5D6F-FD60-448F-949D-4BFCDA1EE774,2,stark gefährdet,"pflanzenreiche, klare Gewässer",eaux claires riches en végétation,acque stagnanti limpide
3E2DAFAC-5BBC-4ED0-BB98-67AD1724A114,2,stark gefährdet,kalkreiche Nassbiotope,biotopes humides calcaires,biotopi umidi ricchi di carbonati
EF55A20B-5D23-408C-9E63-8C5E217FB160,3,gefährdet,,,
A9B662B0-D6F5-4D38-9BC5-8B654E22F42E,3,gefährdet,moosbewachsene Hartsubstrate,substrats durs moussus,substrati duri ricoperti di muschi
68B93D5B-6288-4B6D-B170-8A5E91B89DA8,4,potentiell gefährdet,"tiefgründiger Waldboden, Kalk",sol forestier profond calcaire,"suoli forestali profondi, con grosso detrito di calcare"
FD895AB7-76A1-4335-8160-4458920C121B,3,gefährdet,warmfeuchte Waldränder (Kalk),lisières chaudes-humides calcaires,"margini boschivi caldo-umidi, calcare"
5CF0FB80-B824-4F49-A99B-67DF05C43687,4,potentiell gefährdet,"Kalkfelsen und -mauern (TI), [e]","rochers et murs calcaires (TI), endémique","rocce e muri calcarei (TI), [e]"
8EC3EA02-721D-4B0C-9B51-FD3AE660C574,3,gefährdet,Trockenrasen auf Kalk,gazons secs calcaires,prati secchi su calcare
1895CB6B-039A-4869-909A-CF6557F71DBF,4,potentiell gefährdet,xerotherme Kalkstandorte,stations calcaires xérothermes,stazioni xeroterme su calcare
64924A52-4074-4F71-9E8C-6B1D4C91C9B0,4,potentiell gefährdet,xerotherme Kalkfelsen,rochers calcaires xérothermes,rocce calcaree xeroterme
467A2164-E728-4D04-B43F-0D3314121BEB,2,stark gefährdet,Trockenrasen auf Kalk,gazons secs calcaires,prati secchi su calcare
8DC34594-5CEC-4C70-B3F6-A249603CC6F2,2,stark gefährdet,besonnte Kalkfelsen,rochers calcaires exposés au soleil,rocce calcaree soleggiate
CBD73DAA-025F-4D75-858A-EC5552844D03,3,gefährdet,nasse Bergwiesen,prairies de montagne humides,prati montani umidi
3E5A15BD-E5C9-432E-A817-57B9BC645D31,1,vom Aussterben bedroht,Felsensteppe,steppes rocheuses,steppe rocciose
F7856210-9DE7-4313-BD6A-ECA6E3F32458,4,potentiell gefährdet,trockenwarmes Kalkgeröll,éboulis calcaires secs-chauds,detrito calcareo caldo e secco
2985FDA9-7E38-49F0-A96F-51473AB60416,4,potentiell gefährdet,trockenwarmes Kalkgeröll,éboulis calcaires secs-chauds,detrito calcareo caldo e secco
791152FD-EFFC-4A12-AD19-6038FED55718,1,vom Aussterben bedroht,feuchte Wiesen auf Kalk,prairies humides calcaires,prati umidi su calcare
8C190BD0-A621-45DD-87B0-BA475B84479F,1,vom Aussterben bedroht,kalkreiche Nassbiotope,biotopes humides calcaires,biotopi umidi ricchi di carbonati
9B631957-20F1-489F-A0E8-4B0CB3DFC0E6,4,potentiell gefährdet,"Lärchen-Arven-Altbestände bei Zermatt, [g]","forêts de mélèzes et arolles (Zermatt VS), relique glaciaire","boschi vecchi di lanci e cembri (VS), [g]"
0E78CB07-0215-48C5-A7D8-5B9F42C36244,4,potentiell gefährdet,Trockenhänge auf Kalk,pentes sèches calcaires,pendii asciutti su calcare
BD455DA3-033F-4482-A571-08CA07526521,3,gefährdet,Trockenhänge auf Kalk,pentes sèches calcaires,pendii asciutti su calcare
31FA0A1C-6DAD-4B30-AB42-7890F700DB14,3,gefährdet,Trockenrasen auf Kalk,pentes sèches calcaires,prati secchi su calcare
D6CB13C7-477D-450E-9798-54C24293D37C,3,gefährdet,kalkreiche Feuchtbiotope,biotopes humides calcaires,biotopi umidi ricchi di carbonati
1474DBEF-5A12-4F59-B6B1-C0E412513B43,4,potentiell gefährdet,"Flachmoore, Röhricht","bas-marais, roselières","torbiere basse, canneti"
BBFA53AD-A3B0-476D-B224-25543F6BC374,2,stark gefährdet,Nassbiotope im Kalkgebirge,biotopes humides de montagne calcaires,biotopi umidi su montagne calcaree
3E378315-6F4D-41C1-B10A-EAA0E0A30DCD,1,vom Aussterben bedroht,Nassbiotope im Kalkgebirge,biotopes humides de montagne calcaires,biotopi umidi su montagne calcaree
AD1A2619-36E3-43B3-A4B9-DF8E334C286A,1,vom Aussterben bedroht,kalkreiche Feuchtbiotope,biotopes humides calcaires,biotopi umidi ricchi di carbonati
BADA80BF-FEBA-4009-B47A-96D508DC5665,1,vom Aussterben bedroht,kalkreiche Feuchtbiotope (GR),biotopes humides calcaires (GR),biotopi umidi ricchi di carbonati (GR)
532B5FD6-DA0F-41BA-B7FA-F9B1C6F42EA7,2,stark gefährdet,kalkreiche Feuchtbiotope,biotopes humides calcaires,biotopi umidi ricchi di carbonati
869B0171-4900-4D75-B719-61DEA0A7BDB4,3,gefährdet,"Seeufer, Sümpfe","rives lacustres, marais","rive lacustri, paludi"
9C2FD749-04D2-4389-A4D0-1B2E6AD9C5FC,2,stark gefährdet,Trockenrasen auf Kalk,prairies sèches calcaires,prati secchi su calcare
70AB1CBF-BE48-4BA2-9D57-DA589FBC546C,3,gefährdet,trockenwarmer Kalkschutt,éboulis calcaires secs-chauds,detrito calcareo caldo e secco
14CC703B-8F3B-4845-8C34-2A07ACD69AB9,3,gefährdet,trockenwarme Wiesen,prairies sèches-chaudes,prati caldi e secchi
D8E97958-1E58-45CD-B23C-62B58ACA6A5F,4,potentiell gefährdet,kühl-feuchte Kalkbuchenwälder,hêtraies calcaires fraîches-humides,"faggete fresche e umide, calcare"
D28B020E-161E-42CC-AABE-E853FAB9C8DC,4,potentiell gefährdet,moosbewachsene Hartsubstrate,substrats durs moussus,substrati duri ricoperti di muschi
364C07F4-6DCE-490D-9880-C65CCCF5D394,3,gefährdet,Altholzbestand (SH),stocks de vieux bois (SH),boschi maturi (SH)
A732036E-7F75-4C7B-9AC8-7F4188EFAACC,4,potentiell gefährdet,"nur VS: Reliktstandort in der Gondoschlucht, [se]","ravins rocheux S (VS), endémique localement",gole in rocce silicee (VS) [se]
5350BD9F-4AF5-4B8C-B453-7EDF77C76604,1,vom Aussterben bedroht,"nur TI: Reliktstandort in subalpinem Buchenwald, [se]","hêtraies subalpines (TI), endémique localement",faggete subalpine (TI) [se]
16C9CCB5-EC58-46B6-AFDF-DD017C07D3FF,4,potentiell gefährdet,Kalkbuchenwälder (W-CH),hêtraies calcaires (0-CH),faggete su calcare (O-CH)
7ACA2B62-DFD2-4A37-9418-1B476EF8F072,4,potentiell gefährdet,warmfeuchter Kalkfels (TI),rochers calcaires chauds-humides (TI),rocce calcaree caldo-umide (TI)
3D499305-EC51-49DF-8F5B-F6082F355807,4,potentiell gefährdet,nur TG: Feuchtbiotope am Seerücken,forêts humides (TG),biotopi umidi (TG)
FEE88A97-0519-4D16-85F3-0C2EDA708FBF,4,potentiell gefährdet,offene felsige Standorte,milieux ouverts rocheux,stazioni rocciose aperte
D7568C61-68FA-49F8-B08C-0A0102184B50,4,potentiell gefährdet,Parkanlagen,parcs,parchi
00E3295F-8E67-4F4C-9E3E-2417E713A7DE,3,gefährdet,Flachmoore und sumpfige Ufer,"bas-marais, rives marécageuses",torbiere basse e rive paludose
33C652C3-DAC9-4C88-AA95-758008D940A6,3,gefährdet,warmfeuchte Fels-/Waldbiotope,rochers et forêts chaudes-humides,biotopi rupicoli / forestali caldo-umidi
13C75119-9764-442D-937E-21C41E585B01,4,potentiell gefährdet,kühlfeuchte Wälder,forêts fraîches-humides,boschi freddi e umidi
F4C72526-D169-4670-8ECD-2C3E428196C0,3,gefährdet,feuchte Montan-Wälder,forêts de montagne humides,boschi montani umidi
FA5373CF-D25E-40D0-B5F5-D41C8E0FA583,3,gefährdet,Auenwälder,forêts alluviales,boschi golenali
38F27C6F-20ED-4056-9295-36A4C9B57826,2,stark gefährdet,warmfeuchter Bergwald im Südtessin,forêts de montagne chaudes-humides (Sottoceneri),boschi montani caldo-umidi (Sottoceneri)
2A4AD650-960B-40C3-BD84-0E7B4259794D,4,potentiell gefährdet,Trockenwald,forêts sèches,boschi asciutti
744C9E18-D56E-4389-9484-197278848C1C,2,stark gefährdet,tiefgründige Feuchtstandorte im Engadin,sol profond humide (Engadine),prati paludosi (Engadina)
4DF20DC3-301B-4624-A318-16DF648B9C30,3,gefährdet,"felsiger, feuchter Wald",forêts rocheuses humides,boschi umidi rocciosi
E4A570ED-87BE-429F-B416-88147762DE39,4,potentiell gefährdet,,,
E2671052-1108-4A72-A070-6DB556E72CBE,2,stark gefährdet,"sumpfiger Wald, Auwald","forêts marécageuses, alluviales","boschi paludosi, bosci di golena"
71319B1F-D12E-435E-9C1C-C0001F64656B,2,stark gefährdet,"sumpfiger Wald, Auwald","forêts marécageuses, alluviales","boschi paludosi, bosci di golena"
6FBA9324-F019-45B2-9D7A-A181A788B57B,1,vom Aussterben bedroht,"kühlfeuchter Kieselkalk (TI), [se]","chaux silicifere frais-humide (TI), endémique localement","calcari selciosi freddo-umidi (Sottoceneri), [se]"
BAF66846-4F5B-4874-A9AE-C095BDFAC344,4,potentiell gefährdet,montane und subalpine Nadelwälder,forêts de conifères montagnardes et subalpines,boschi di conifere montani e subalpini
D239E06E-FBAD-410D-9AC1-FD3F717307CB,4,potentiell gefährdet,"feuchte Höhlen, alte Keller","grottes humides, vieilles caves","grotte umide, vecchie cantine"
EFFAD7BE-20DE-49A7-BA58-AD6049AE8AC4,1,vom Aussterben bedroht,montane Nadelwälder,forêts de conifères montagnardes,boschi montani di conifere
C6DF0C4E-D994-4A08-A886-321B7E9F63D3,2,stark gefährdet,"feuchte Wälder, Wiesen (TI)","forêts humides, prairies (Tl)","boschi umidi, prati (TI)"
9C458061-DC69-42B2-BAAD-3BE1C4A7A4D4,3,gefährdet,feuchte Bergwälder (TI),forêts de montagne humides (Tl),boschi montani (TI)
8E5AF6AE-B3E6-4439-99A9-5E816EA218F3,4,potentiell gefährdet,naturnahe Wald- / Felsbiotope,forêts quasi naturelles biotopes rocheuses,biotopi forestali / rupicoli quasi naturali
ED43FEBF-073B-4CE4-AD2D-F357F4010629,4,potentiell gefährdet,feuchter Wald,forêts humides,boschi umidi
5A6B8C69-FC13-4AA4-8B2D-5E79028E8D30,3,gefährdet,tiefgründige Laubwaldböden (TI),sol profond de forêts feuillus (TI),suoli profondi di boschi di latifoglie (TI)
3BD66F41-9B0F-4FC8-B333-1EC3A2F9B4FD,4,potentiell gefährdet,trockenwarme Standorte,milieux secs et chauds,stazioni calde e secche
16C3CC1E-66B7-4901-B108-B7BBCDBF3996,4,potentiell gefährdet,Trockenrasen,prairies sèches,prati secchi
58D462EB-7EA8-4B2E-A383-B0D869FBBDCE,4,potentiell gefährdet,trockenwarme Standorte,milieux secs et chauds,stazioni calde e secche
EBEA71DF-BA7C-47A4-B2D8-49BA7E558C29,2,stark gefährdet,"Alpweide (NW), [se]","pâturages alpins (NW), endémique localement","pascoli alpini (NW), [se]"
93A87161-55D8-4683-ACED-89CFD47FA23D,4,potentiell gefährdet,"Schluchtwälder (Birstal), [e]","ravins forestiers (Birstal), endémique","boschi di gola (Birstal), [e]"
E9EBD501-B35C-4E1B-B20B-BFBA02F3A6B3,4,potentiell gefährdet,montane und subalp. Felsen,rochers montagnards et subalpins,rocce montane e subalpine
C9FE864A-CCFE-47ED-A385-3C8D35BC0D17,3,gefährdet,klüftiger Kalkfels,rochers crevassés calcaires,rocce calcaree fessurate
C9FE864A-CCFE-47ED-A385-3C8D35BC0D17,2,stark gefährdet,klüftiger Kalkfels (GR)],rochers crevassés calcaires (GR)],rocce calcaree fessurate (GR)
C9FE864A-CCFE-47ED-A385-3C8D35BC0D17,3,gefährdet,klüftiger Kalkfels (TI)],rochers crevassés calcaires (TI)],rocce calcaree fessurate (TI)
C9FE864A-CCFE-47ED-A385-3C8D35BC0D17,3,gefährdet,klüftiger Kalkfels (GR)],rochers crevassés calcaires (GR)],rocce calcaree fessurate (GR)
A4CBDF6F-7ED2-4AA1-9985-905336A80267,3,gefährdet,klüftiger Kalkfels (TI),rochers crevassés calcaires (TI),rocce calcaree fessurate (TI)
0A393B40-086D-491A-9502-115B6BCE79C6,0,ausgestorben oder verschollen,alpine Felsheide (VS),landes alpines rocheuses (VS),brughiere rocciose alpine (VS)
DF21479B-7075-4312-B3E6-D42B2B0267BD,4,potentiell gefährdet,lichte Wälder auf kalkreicher Unterlage,forêts claires,boschi radi
E41087EC-52B5-4E52-9589-11F47490638D,3,gefährdet,ruhige Seichtgewässer,eaux basses calmes,acque basse tranquille
3B6937C8-6B4B-4985-A2C6-45C2D2CB31ED,1,vom Aussterben bedroht,klare bewegte Seichtgewässer,eaux basses claires et agitées,"acque basse, limpide e mosse"
92B5D2E4-4441-48E7-B669-384E469A2C4D,2,stark gefährdet,sauerstoffreiche Seichtgewässer,eaux basses oxygénées,acque basse ricche di ossigeno
708B6133-14F2-4A67-B56A-B8A74A104D6A,3,gefährdet,ruhige Seichtgewässer,eaux basses calmes,acque basse tranquille
6290C3AD-0435-4DEE-93FE-7E65B3A3DCA5,3,gefährdet,ruhige Seichtgewässer,eaux basses calmes,acque basse tranquille
87D8D508-F9D6-4434-A7C8-7BCB373E26BD,3,gefährdet,Sümpfe und Tümpel,marais et mares,paludi e pozze
B0CAEC66-C250-40AA-9565-5FC275BF5FCE,3,gefährdet,Flüsse und bewegtes Seelitoral,"eaux courantes, rives lacustres agitées","acque correnti, rive lacustri mosse"
7EE1B84C-2178-444F-B56A-BC11518676A2,4,potentiell gefährdet,Tiefwasser mancher Seen,eaux profondes de nombreux lacs,acque profonde di vari laghi
F7D1CD56-9B68-4DEE-8EAB-62B7704A2B96,4,potentiell gefährdet,Litoral voralpiner und hochalpiner Seen,littoral de lacs préalpins et alpins,acque litorali di laghi alpini e prealpini
945994E1-6A86-4428-AD73-3998DDACD22F,4,potentiell gefährdet,Litoral weniger Seen bis 2100 m ü.M.,littoral de lacs jusqu'à 2100 m,acque litorali di lago fino 2100 m
B1F72E18-C4F7-477A-9ED9-1749DFEE14E2,4,potentiell gefährdet,schlammreiche Gewässer,eaux vaseuses,acque fangose
8671BE39-2BF8-45F3-946E-A0ADA284B57D,4,potentiell gefährdet,stilles Seelitoral,rives lacustres calmes,acque litorali tranquille di lago
0B6C926F-DCBE-4EEB-95FD-890AFEB07228,2,stark gefährdet,"verlandende Seen, Flachmoore","lacs asséchés, bas-marais","laghi in via d'interramento, torbiere basse"
A783B3F7-A8A0-41BB-A735-3AA20CDCE86E,4,potentiell gefährdet,"temporär fliessende, schlammreiche Kanäle",canaux vaseux à immersion temporaire,canali temporanei e fangosi
39873F2B-2009-456B-A911-66CBAF18266E,4,potentiell gefährdet,kalkreiche Flüsse mit starker Strömung,rivières calcaires à fort courant,"fiumi a forte corrente, ricchi di carbonati"
89AAC047-A523-4CA7-ABE8-95C15483ACEC,4,potentiell gefährdet,stilles Seelitoral,rives lacustres calmes,acque litorali tranquille di lago
