guid,Schweiz (codiert),Schweiz (uncodiert),Bemerkungen,Remarques,Osservazioni
70C6581E-A825-46BF-93BC-B1E7C55DCDD4,1,vom Aussterben bedroht,oligotrophe Ufer grosser Flüsse,rives oligotrophes des grandes rivières,rive oligotrofiche di grandi fiumi
06F47F5F-CFC8-4493-85AC-3E12FCD914BF,3,gefährdet,feuchte Uferwiesen,prairies humides sur rives,prati umidi sulle rive
F839F020-1AE7-4D67-832B-5E3F30636956,2,stark gefährdet,Sand- und Kiesbänke an Flüssen,bancs de sable et de gravier des rivières,banchi di sabbia e di ghiaia sui fiumi
08445170-6865-4101-936C-3D6C4A9C7294,1,vom Aussterben bedroht,Feuchtgebiete,lieux humides,luoghi umidi
6B50C6C9-665B-4309-A187-FA00588AB6B8,4,potentiell gefährdet,eutrophe Verlandungsvegetation,végétation provoquant l'atterrissement,vegetazione eutrofica di interramento
B70BC952-A218-428E-B818-BC22E7F402ED,4,potentiell gefährdet,Endemit,endémique,endemita
F443A5D9-ABFE-40B0-A221-61146E8CCAD8,2,stark gefährdet,Ufer grosser Flüsse,rives de grandes rivières,rive di grandi fiumi
3857C340-26E6-41E3-80A8-7F129601F7B2,4,potentiell gefährdet,"Kiesgruben, schlammige Böden","gravières, sols boueux","cave di ghiaia, terreni fangosi"
DFA28F2D-6C19-4560-9BF1-D648B053B433,4,potentiell gefährdet,schlammige Böden,sols boueux,terreni fangosi
6F6AEDD7-4C2D-4D4A-890F-D681956A7DA5,1,vom Aussterben bedroht,breite Sandufer grosser Flüsse,larges rives sablonneuses des grandes rivières,larghe rive sabbiose di grandi fiumi
A5C1E230-42A2-4A70-9089-E0E22D0A6E8E,1,vom Aussterben bedroht,feinsandige Ufer grosser Flüsse,rives de sable fin le long des grandes rivières,rive con sabbia fine di grandi fiumi
5534BEB0-FA76-41B9-9B64-53574BDC7971,4,potentiell gefährdet,"schlammige Böden, fehlt VS, TI","sols boueux, manque en VS et au TI","terreni fangosi, manca VS, TI"
95115D23-B0EE-47B2-83EF-0AEC335888DF,0,ausgestorben oder verschollen,oligotrophe Ufer grosser Flüsse,rives oligotrophes des grandes rivières,rive oligotrofiche di grandi fiumi
87641DC4-AE63-4BDA-A970-5E327E3D92C3,0,ausgestorben oder verschollen,Ufer Genfersee,rives du lac Léman,rive del lago Lemano
31EF08C3-A1E2-4EC3-A194-BCCA4E324EED,4,potentiell gefährdet,Endemit,endémique,endemita
32EC5F85-6AF6-4903-A8E6-676EC19ACD2F,1,vom Aussterben bedroht,"schlammige Ufer, Glazialrelikt","rives boueuses, restes glaciaires","rive fangose, relitto dell'era glaciale"
5083708D-9D0B-46B2-8042-A06D693FAC9F,4,potentiell gefährdet,Endemit,endémique,endemita
447B71FD-F9F2-40DE-80AA-52189F09D380,3,gefährdet,Ruderalstellen,lieux à flore rudérale,luoghi ruderali
D8BBCB6F-8C38-43A5-956B-E6528ECDEDBF,1,vom Aussterben bedroht,mediterranes Faunenelement,élément de la faune méditerranéenne,elemento faunistico mediterraneo
E2CEFF94-8B19-47BD-9751-913B1CB60FD4,2,stark gefährdet,"naturnahe Wiesen, xerophil","prairies naturelles, xérophiles","prati vicini allo stato naturale, xerofilo"
2343FEA7-9531-4A5B-AB21-551BF78F6982,2,stark gefährdet,"tyrphobiont, Hochmoore",vit dans les hauts-marais,"tirfobionte, torbiere alte"
B8EAD148-7788-43E9-8003-98F3EE1DC37D,4,potentiell gefährdet,Sand- und Schotterboden,sols sablonneux et graveleux,terreni sabbiosi e con ciottoli
0E06C7DB-4A0E-4F85-8798-7B06667D6E37,0,ausgestorben oder verschollen,"ca.100 Jahre verschollen, früher GE","disparu depuis 100 ans, autrefois GE","scomparso da ca. 100 anni, un tempo GE"
FDB4AC38-51A3-4E40-93BB-40DA63781C39,1,vom Aussterben bedroht,"ein Fundort, Allondon GE","une observation, près de l 'Allondon GE","un ritrovamento, Allondon GE"
85B29AA5-29EF-490C-8625-B7E7A46B1995,4,potentiell gefährdet,"Kalk, Endemit Sottoceneri","calcaire, endémique au Sottoceneri","su calcare, endemita Sottoceneri"
2AF578F7-8A2C-4195-8D52-4DF185A71E21,3,gefährdet,"Äcker, Trockenrasen","cultures, prés secs","campi, prati secchi"
592BDB8B-C0FE-4ED2-AF74-877B7E206353,2,stark gefährdet,"sporadisches Auftreten, warme Wälder","observation sporadique, forêts chaudes","presenze sporadiche, boschi caldi"
4FF4023A-B472-4FB3-BD15-1D0038F52003,2,stark gefährdet,"sporadisches Auftreten, warme Wälder","observation sporadique, forêts chaudes","presenze sporadiche, boschi caldi"
A84024CD-973C-4B25-9C10-6C3A59DD48AF,3,gefährdet,fehlt TI,manque au TI,manca nel TI
591F0DA6-9369-4953-8CB5-4C6789747031,3,gefährdet,"kleine Vorkommen, Grenzgebiet","petites populations, régions frontalières","piccole popolazioni, limite dell'area di diffusione"
100DE015-57F6-4CB2-A5DF-5E0085913E51,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
42B7B88C-9E2E-4597-B796-0E7EE983D1B8,3,gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
1C86CD2B-7407-4DC7-9E0A-AD21CBA6A50F,3,gefährdet,"Halbtrockenrasen, Abbaugebiete","prés séchards, zones d'extraction","prati semi-secchi, zone di estrazione"
3878661C-4668-4A83-83BB-3339678A3A92,1,vom Aussterben bedroht,Kalkgipfel TI,sommets calcaires du TI,cime calcaree TI
794703E4-4ADE-40D2-AD75-75AF02A16677,4,potentiell gefährdet,montane Auen,forêts riveraines en montagne,zone alluvionali di montagna
9AE4DBC9-9408-4C6A-8E05-07B39BEEB7F1,4,potentiell gefährdet,Endemit Sottoceneri,endémique au Sottoceneri,endemita Sottoceneri
4CC6ADE7-BC90-414F-AA93-28CB96339A4A,0,ausgestorben oder verschollen,mehr als 100 Jahre verschollen,disparu depuis plus de 100 ans,scomparso da più di 100 anni
90BC22F8-1831-44A7-8AF1-E6ECA12D2F19,0,ausgestorben oder verschollen,Feuchtgebiete,lieux humides,zone umide
0601F257-FEB7-4696-8DA1-B60F8A891467,2,stark gefährdet,Schilfsäume stehender Gewässer,bordures de roseaux des eaux dormantes,bordi di specchi d'acqua con canneti
045BD872-57A0-4B9A-8576-D8B3EE891111,1,vom Aussterben bedroht,"trockene Flussbette, Südtessin","lits asséchés de rivières, sud du TI","greti asciutti dei fiumi, Ticino meridionale"
26E239BA-176F-44CC-BCF0-DCBC0BF3F85F,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
94151C61-4E08-4582-8040-FCEC961888AD,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
23C39953-DDF5-4443-811C-673B647E1A1F,0,ausgestorben oder verschollen,"auf Sand, früher Domleschg GR","sur sable, autrefois Domleschg GR","sulla sabbia, un tempo Domleschg GR"
01B29F25-30CA-4496-A5F0-2E9183176515,2,stark gefährdet,"Trockenrasen, Felsensteppe","prés secs, garides","prati secchi, steppe rocciose"
2584834E-C894-4D9D-969E-86CF48B0FD54,0,ausgestorben oder verschollen,Trockenrasen,prés secs,prati secchi
1A0462A1-3653-46B6-B3E3-72E7C07BD07F,3,gefährdet,"eutrophe,schilfreiche Gewässer","eaux eutrophes, riches en roseaux",acque eutrofiche con molti canneti
516536CC-4E7E-4094-8F78-0F7A94F51DD7,4,potentiell gefährdet,sporadisch,sporadiquement,sporadico
5CF26AD6-54C3-478D-AC73-51A596CDF22C,0,ausgestorben oder verschollen,früher Kt. BE,autrefois canton de BE,un tempo canton BE
3047959A-AECA-4AD7-BCFC-D6CF2914CE37,1,vom Aussterben bedroht,Rinde von freistehenden alten Kiefern,écorce de vieux pins isolés,corteccia di vecchi pini isolati
5B196F8B-7AC6-4227-9382-258F3B2FED09,3,gefährdet,"extensiv beweidetes Kulturland, Obstgärten","pâturages extensifs, vergers","terreni agricoli pascolati estensivamente, frutteti"
70796C0D-BCF2-4B16-ABD8-4C6055FE6531,4,potentiell gefährdet,Endemit,endémique,endemita
362F9E76-52A1-4E79-9DAD-2F8F771B8640,1,vom Aussterben bedroht,"lehmige, sandige Ufer, kleine Vorkommen","rives sablonneuses, argileuses, petites pop.","rive sabbiose, argillose, piccole popolazioni"
5A7E6715-B499-4855-ADCA-F10BAAD6D0CA,3,gefährdet,"Lehmufer, Lehmboden",rives et sols argileux,rive e terreni argillosi
43A3D9F1-A365-4110-9C42-469031B800EE,3,gefährdet,"Lehmufer, Lehmboden",rives et sols argileux,rive e terreni argillosi
A42B87F8-4054-4EA6-9EE3-80B94729E378,1,vom Aussterben bedroht,"Sandboden, Genf, Relikt","sols sablonneux, Genève,","terreni sabbiosi, relitto, Ginevra"
F3209452-3EA6-4866-B428-2F14985ECF30,4,potentiell gefährdet,"sandig, kiesig, lehmige Ufer","rives sablonneuses, graveleuses, argileuses","rive sabbiose, ghiaiose, argillose"
EC587550-7748-4FA5-A3F2-33E348246FA7,1,vom Aussterben bedroht,"sandig, kiesig, lehmige Ufer","rives sablonneuses, graveleuses, argileuses","rive sabbiose, ghiaiose, argillose"
4F24E077-6603-42F1-BAB9-5C9C93250E4B,2,stark gefährdet,"lehmige, sandige Ufer","rives argileuses, sablonneuses","rive argillose, sabbiose"
EF57DCD6-281B-4FAC-B264-5ED411C5DD14,2,stark gefährdet,Kiesufer grosser Flüsse,rives graveleuses de grandes rivières,rive ghiaiose di grandi fiumi
E19A04E6-CF1D-447B-9A91-7FB565638967,2,stark gefährdet,"Ufer grosser Flüsse, fehlt TI, VS","rives des grandes rivières, manque au TI et en VS","rive di grandi fiumi, manca TI, VS"
06AD3580-FF7B-4694-88C3-362DF308DA85,2,stark gefährdet,bemooste Sandufer,rives sablonneuses couvertes de mousse,rive sabbiose con muschio
544B9F26-91E3-4FB7-8365-D465A90D049C,2,stark gefährdet,schlammige Ufer,rives boueuses,rive fangose
B0004424-0AE3-4C66-95EA-7E24A1BC54BC,1,vom Aussterben bedroht,"bemooste Sandufer, subalpine Feuchtgebiete","rives sabl. couv. mousse, lieux humides subalpins","rive sabbiose con muschio, zone umide subalpine"
77D733A9-50C7-40C4-8B5E-E9BE79775188,4,potentiell gefährdet,nur ein Fundort im Wallis,1 seule observation en VS,un solo ritrovamento in Vallese
59FC8682-7EB3-43CF-8BE1-A0B8B1C89F64,4,potentiell gefährdet,xerotherme Stellen,lieux xérothermophiles,luoghi xerotermici
FE636EE0-848C-49BC-AAA2-5B7FA8844751,0,ausgestorben oder verschollen,xerophiles Sandtier,animal xérophile,"xerofilo, vive nella sabbia"
A25458EA-9BD1-4062-A419-474AC88880CE,4,potentiell gefährdet,xerophiles Sandtier,animal xérophile,"xerofilo, vive nella sabbia"
50415D87-2052-42DD-92FE-86B814C19736,3,gefährdet,xerophile Sandart,espèce xérophile des sables,"xerofilo, vive nella sabbia"
C96F920B-BCE0-4C37-8D68-76E47A8EBB2C,0,ausgestorben oder verschollen,vor 1900 Nordostschweiz,"avant 1900, Suisse nord-est",prima del 1900 Svizzera nordorientale
D39A01A8-1FC8-4AB7-9DBC-4DE20A06BB77,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
A6F88E37-6BC8-488E-814B-3A64C22E87CA,4,potentiell gefährdet,xerophile Sandart,espèce xérophile des sables,"xerofilo, vive nella sabbia"
7AB67EA8-A883-4761-9421-5BD34B1AAE49,0,ausgestorben oder verschollen,xerophile Kalk- oder Sandart,espèce xérophile sur calcaire ou sables,"xerofilo, vive nella sabbia o su calcare"
BCA1F5F8-D3A0-43F7-B697-03AA8E11C881,3,gefährdet,"Ruderalstellen, xerophil","lieux à flore rudérale, xérophile","luoghi ruderali, xerofilo"
E2C348D4-DAE1-4ADC-8512-917DAF75E67D,1,vom Aussterben bedroht,xerotherme Kalksteppe,steppe xérophile sur calcaire,steppe calcaree xerotermiche
1D02DDEB-8F09-461A-9DFF-E53AF601AC13,4,potentiell gefährdet,Randgebiet,régions marginales,limite dell'area di distribuzione
48013274-48B1-493C-809B-A8DC3C1FD3B2,4,potentiell gefährdet,"Kalk, Endemit Sottoceneri","calcaire, endémique au Sottoceneri","su calcare, endemita Sottoceneri"
82CF0689-4213-434E-974B-D2B6DA13076C,2,stark gefährdet,in alten Kellern,dans les vieilles caves,nelle vecchie cantine
45AEB798-6602-4A2C-B9B1-C3C6CA0CBAF6,3,gefährdet,Saumwaldränder,lisières de cordons forestiers,margini di bosco
76C37C4A-0DA8-4DFB-822C-B397A2852904,2,stark gefährdet,"xerotherm, auf Gebüsch","xérophile, sur buissons","specie xerotermica, su cespugli"
C308EDE0-97DA-4056-B551-153F7D4B4C8F,4,potentiell gefährdet,"xerotherm, auf Ulmus minor","xérophile, sur Ulmus minor","specie xerotermica, su Ulmus minor"
A83433A0-9129-4CB5-ABAC-81BF1363759A,1,vom Aussterben bedroht,"früher SW- CH, 1 rezenter Fund VS","autrefois SO de la CH, 1 observation récente en VS","un tempo CH sudoccidentale, 1 ritrovamento recente VS"
69B8299D-D668-4859-8B0C-AFDD245B4E61,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
81C5F6EB-4752-4594-A12C-33C2A340F0AC,3,gefährdet,Trockenmauern,murs de pierres sèches,muri a secco
A057D990-375B-46F3-BA17-DA961DE0284C,1,vom Aussterben bedroht,"Moore, fehlt TI","marais, manque au TI","torbiere, manca nel TI"
50F85EFC-9316-4712-BAD6-7CE5DF84B8C1,1,vom Aussterben bedroht,"extrem xerophil, Ruderalstellen","lieux à flore rudérale, extrêmement xérophiles","estremamente xerofilo, luoghi ruderali"
92F8EFEA-00B0-4A39-9471-D2EB3FF79848,1,vom Aussterben bedroht,Glazialrelikt,reste glaciaire,relitto dell'era glaciale
06BE55C9-7272-4821-868A-9B227DBE89B6,4,potentiell gefährdet,Magerrasen Nordschweiz,prés maigres du Nord de la CH,prati magri Svizzera settentrionale
A6F6A0CB-0847-45FC-B937-F318F31B24FC,2,stark gefährdet,Lokalendemit,endémique localement,specie stenoendemica
3C2AAED7-862C-49EE-B47B-6C5FECF7775C,1,vom Aussterben bedroht,Bodenseeufer,rives du lac de Constance,rive del lago di Costanza
20B72451-9750-40EA-9409-0402AC4B24C0,2,stark gefährdet,Bachufer Sottoceneri,rives des rivières du Sottoceneri,rive di ruscelli Sottoceneri
12D8A476-1B14-4B27-B295-8156A729FD5A,2,stark gefährdet,Adventivart atlant. Herkunft,espèce adventice d'origine atlantique,specie avventizia di origine atlantica
19979592-EFF3-47E4-B0FE-2A6F8192AD07,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
7A5776DF-65A1-45C7-9B3B-F6D5A2AFC8FA,2,stark gefährdet,kiesige Kalkstellen,lieux calcaires graveleux,luoghi calcarei con ghiaia
1AFC07D6-F2E9-4FE7-9819-63BDA3A9309E,3,gefährdet,Bodenstreu von Auenwäldern,litière des forêts alluviales,fogliame sul terreno dei boschi alluvionali
D582BEBB-7EFE-4AC4-A08B-B8CCDB25B8CD,1,vom Aussterben bedroht,"sandige, lehmige Ufer","rives sablonneuses, argileuses","rive sabbiose, argillose"
086A547C-EB12-4D41-B91C-D629464B92C0,3,gefährdet,"eutrophe, schilfreiche Gewässer","eaux eutrophes, avec roseaux",acque eutrofiche ricche di canneti
976A600D-132D-4AC1-928F-81A5E9961F83,2,stark gefährdet,"Kalkart, Wegränder","espèce calcaire, bordure des chemins","specie che vive su calcare, bordi di sentieri"
820122FA-78BD-4FC9-9589-563E56060FB8,2,stark gefährdet,"sandige, lehmige Ufer","rives sablonneuses, argileuses","rive sabbiose, argillose"
25712994-755F-407F-AC8E-7C1D575B4D94,0,ausgestorben oder verschollen,vor 1900 GE,"avant 1900, GE",prima del 1900 GE
D1290059-25C4-41E6-BB7C-729874F59B25,2,stark gefährdet,kleine Bestände,peu abondant,piccole popolazioni
E13913B0-3767-4413-A40B-9D8DF613E847,2,stark gefährdet,kleine Bestände,peu abondant,piccole popolazioni
023B1AA0-9C0F-4B4A-895B-D876B1B1B444,2,stark gefährdet,xerotherme Kalkböden,"sols calcaires, xérophiles",terreni calcarei xerotermici
9E8A1968-3A38-43E4-988B-F66368F97873,3,gefährdet,sonnenexponierte Trockenrasen,prés secs ensoleillés,prati secchi soleggiati
41E6F55E-AA75-4C4C-8A98-0D44A51188E0,4,potentiell gefährdet,kiesige Ufer an Seen und Flüssen,rives de rivières et de lacs avec graviers,rive ghiaiose di laghi e fiumi
3FD068A1-5577-472B-903F-15AF9ED64DFE,3,gefährdet,"Rinde von Platane, fehlt TI","écorces de platane, manque au TI","corteccia di Platano, manca nel TI"
945AAA7E-D93F-4BDE-A8DF-C8F01E440335,1,vom Aussterben bedroht,"Auenwälder, TI, VD","forêts alluviales, TI, VD","boschi alluvionali, TI, VD"
698CB9A5-F589-4161-9132-E4C2D4DF2C1E,4,potentiell gefährdet,"Randgebiet, Endemit","territoires marginaux, endémique","al margine dell'areale di distribuzione, endemita"
462E57C7-0D25-46E3-A1D9-E8E6382C8E16,1,vom Aussterben bedroht,"extrem xerotherme, ruderale Standorte","lieux à flore rudérale, extrêmement xérophiles",luoghi ruderali estremamente xerotermici
4C5C6265-C9AB-4ED7-A140-82B80F232589,0,ausgestorben oder verschollen,seit 1900 verschollen,disparu depuis 1900,scomparso dal 1900
285734C9-738A-4F37-A189-3C441378D851,0,ausgestorben oder verschollen,Auenwald,forêts alluviales,boschi alluvionali
64B717C3-A752-45E4-9B78-D1945E517804,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
3BB5B463-0ED0-4E07-AE93-01C40FF05A1B,1,vom Aussterben bedroht,"morastige Seeufer Bodensee, TI",rives bourbeuses de lacs,"rive melmose di laghi; lago di Costanza, TI"
4F599F83-3E79-4C86-9E2F-5188912EB67A,4,potentiell gefährdet,"Endemit, Randgebiet","endémique, limite de distribution territoriale","endemita, al margine dell'areale di distribuzione"
CE6A99EC-DDE8-4869-AFA2-54B5F2290525,4,potentiell gefährdet,Randgebiet der Verbreitung,limite de la distribution territoriale,al margine dell'areale di distribuzione
0C242248-44D1-4ACF-BC0B-036BCCC2ECF0,4,potentiell gefährdet,"Endemit, Randgebiet","endémique, limite territoriale","endemita, limite dell'area di distribuzione"
AF378115-2772-4D26-8BEF-BA6990D6CB18,1,vom Aussterben bedroht,"Erdbewohner, Äcker","habitent dans la terre, cultures","specie del terreno, campi"
52E54E33-5313-4C29-828E-8BF98D4B98F2,1,vom Aussterben bedroht,"Brandstellen, Schlackenböden","emplacements de feux, sols de scories","aree bruciate, terreni con scorie"
6080FC53-C3FF-4BA0-BDA4-AC6372624520,4,potentiell gefährdet,"Feuchte Schotter Gondo, TI","galets humides; Gondo, TI","ciottoli umidi; Gondo, TI"
54E12474-2319-44F9-AB15-C68C7A76DC6E,0,ausgestorben oder verschollen,in alten Kellern,dans vieilles caves,vecchie cantine
6BE6EAFA-BA81-40ED-BA82-C7BF3AA5AAB2,0,ausgestorben oder verschollen,"vor 1900 GE, VD und VS","avant 1900 GE, VD et VS","prima del 1900 GE, VD e VS"
A6CD1D7E-B565-4A73-91A2-B3896055759C,0,ausgestorben oder verschollen,vor 1900 VD,avant 1900 VD,prima del 1900 VD
BD3F33F1-FC05-4E8C-83B0-BA0F041F837A,1,vom Aussterben bedroht,"BE letzer Fund 1959, GE 1924","BE dernière observation 1959, GE: 1924","BE ultimo ritrovamento 1959, GE 1924"
5EC553F7-FF1D-4B52-8EC8-60BDA3AA8C68,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
D7DFB173-D458-4252-B873-384225B042F6,4,potentiell gefährdet,wenige und kleine Vorkommen,rare et peu abondant,poche piccole popolazioni
92A59B84-5537-4539-BEDC-556A27C84780,1,vom Aussterben bedroht,"ein Gipfel Sottoceneri, Endemit","un sommet Sottoceneri, endémique","una cima Sottoceneri, endemita"
9F588876-783B-4A35-B360-EA76B34DF8D2,4,potentiell gefährdet,Endemit,endémique,endemita
AF6677EA-FEC7-4D9F-90DC-54EF860B7DF3,4,potentiell gefährdet,Endemit,endémique,endemita
88118751-54CB-4D81-8229-F4E247E2A079,2,stark gefährdet,"anmoorige Böden, fehlt TI","sols moussus, manque au TI","terreni con torba, manca nel TI"
95C7B5E9-1EA8-491B-BBB3-A27101251A7B,4,potentiell gefährdet,endemisches Glazialrelikt,"reste glaciaire, endémique",relitto glaciale endemico
C162A256-411B-4DBC-8D74-F3B102F52AD0,4,potentiell gefährdet,endemisches Glazialrelikt,"reste glaciaire, endémique",relitto glaciale endemico
58A30CF6-7E20-44BC-80EA-035A4AB2189B,4,potentiell gefährdet,"Endemit, Höhlen im Jura","endémique, cavités dans le Jura","endemita, grotte del Giura"
735620BD-5809-479E-B749-2997B0EEB1DC,2,stark gefährdet,schlammige stehende Gewässer,eaux dormantes à fond vaseux,acque paludose
2FEB4FBA-DDE3-49B2-977C-FC6C5846AE46,3,gefährdet,langsam fliessende Gewässer,eaux courantes,acque a scorrimento lento
E91320D6-9BCF-44BD-A819-8054F4D4BFDD,3,gefährdet,Kiesgruben,eaux calmes et herbeuses,cave di ghiaia
2B0BAD3F-A095-4E2C-8C07-E234E9976200,3,gefährdet,"Kiesgruben, Wiesengräben","gravières, fossés","cave di ghiaia, fossati di prati"
CB855D20-9A6B-49A3-A695-4E8EF413CFAD,2,stark gefährdet,vegetationsreiche Bäche,ruisseaux avec végétation abondante,ruscelli ricchi di vegetazione
F0D2A62F-47E6-4818-BD01-6E1094316CAF,3,gefährdet,schattige Tümpel,mares ombragées,stagni ombreggiati
7E3B6A86-E610-47FE-8928-95605F01D1CE,2,stark gefährdet,vegetationsreiche stehende Gewässer,eaux tranquilles avec végétation abondante,specchi d'acqua ricchi di vegetazione
6CC02244-F9DC-495E-8ECC-C1F4D35EA62E,4,potentiell gefährdet,laubreiche Waldgewässer,mares de forêts à fond de feuilles mortes,acquitrini di boschi ricchi di fogliame
A5EDA4B8-8A40-4383-9CC1-28FD8183C4CB,4,potentiell gefährdet,langsam fliessende Gewässer,eaux faiblement courantes,acque a scorrimento lento
B9BEC248-AEB9-45FD-8E29-8432C22AA99B,3,gefährdet,Tümpel,mares,stagni
5AC8FF0B-38F6-4BF1-A24C-B981F3BF2FD1,3,gefährdet,Tümpel,mares,stagni
8DD4CDA8-7AF4-4D10-A899-39D1DEC7AEA0,3,gefährdet,"Tümpel, laubreiche Waldgewässer","mares, mares de forêts","stagni, acquitrini dei boschi ricchi di fogliame"
9C9CD69F-9DD4-41FE-B782-3C58E2BF0EB3,3,gefährdet,"Tümpel mit Pflanzen, langsame Fliessgewässser",eaux légèrement courantes avec végétation,"stagni con vegetazione, acque a scorrimento lento"
9DD539DC-51ED-47A6-8C20-30875EAE8C25,3,gefährdet,"Moore, Torfstiche","marais, tourbières","torbiere, cave di torba"
B16807AB-E884-46D2-AB39-49EF8D87F0D7,3,gefährdet,"ruhige Fliessgewässer, Bäche","ruisseaux, eaux faiblement courantes","acque a scorrimento lento, ruscelli"
E9AE7681-79FA-4D43-BBFB-3BA5D0BD4BA0,2,stark gefährdet,"klare Gewässer, langsam fliessende Bäche","eaux claires, faiblement courantes","acque chiare, ruscelli a scorrimento lento"
1FDDDD59-3CF4-4445-9D70-BDC75C3B2DF5,3,gefährdet,temporäre Tümpel,mares temporaires,stagni temporanei
D72943F6-77BB-4C15-8B6E-5C1989EA8044,2,stark gefährdet,"Waldtümpel, Populationen meist schwankend","mares froides de forêts, populations variables","stagni di boschi, popolazioni con oscillazioni"
428CC589-79F3-4B22-89D4-C8399AF5A923,3,gefährdet,"klare Gewässer, kleine Bäche","eaux fraîches, généralement petits ruisseaux","acque chiare, piccoli ruscelli"
199DC1EA-1986-42D6-B9F5-3AEB3E967633,3,gefährdet,"grosse Tümpel, alpine Seen (boreoalpine Art)","espèce boréoalpine, grandes mares et lacs alpins","grandi stagni, laghi alpini (specie boreoalpina)"
08073752-3103-4C77-8D71-3111A486AF6E,3,gefährdet,schattige Waldtümpel mit Lehmgrund,mares de forêts ombragées,stagni boschivi ombreggiati con fondo argilloso
8933EE6D-5562-4B4A-B403-BF0C0E43D108,2,stark gefährdet,oft fliessende Gewässer,eaux courantes,spesso in acque correnti
36A61F51-CEFC-47A7-B5D5-0DBDF8D94B4A,2,stark gefährdet,meist tn Mooren,marais tourbeux,per lo più nelle torbiere
4497AF7E-F48A-48BD-9381-C1B4EF8B514B,2,stark gefährdet,"klare Gewässer, Tümpel (v.a. temporäre)","eaux limpides, mares temporaires","acque chiare, stagni (soprattutto temporanei)"
5D2E45FD-46BC-4BD2-AEA2-4EE9AF9B69D5,4,potentiell gefährdet,"stehende Gewässer, Moore","eaux stagnantes, marais","acque ferme, torbiere"
CD9865F2-28A5-4185-A09E-93349253CDD1,2,stark gefährdet,Gebirgsbäche an ruhigen Stellen,"ruisseaux de montagne, dans les endroits calmes",ruscelli di montagna in punti con acque tranquille
41E04543-8CB5-402A-A506-71F342A577D0,1,vom Aussterben bedroht,Bäche und Flüsse an ruhigen Stellen,"rivières, ruisseaux",ruscelli e fiumi in punti con acque tranquille
A9152064-C433-4114-8BE8-700AFA445A23,2,stark gefährdet,Bäche an ruhigen Stellen,"ruisseaux, dans les endroits calmes",ruscelli in punti con acque tranquille
55AC44A0-A32E-4EF7-837B-A2DA4A0E1177,1,vom Aussterben bedroht,Gebirgsbäche,ruisseaux de montagne,ruscelli di montagna
2B36B89E-E2A4-40F7-8A03-360956171819,3,gefährdet,"Tümpel, Bäche, Moore","mares, marais, ruisseaux","stagni, ruscelli, torbiere"
7DE1F988-0DF3-4007-8B31-952D0469520C,2,stark gefährdet,"stehende Gewässer, Moore","eaux stagnantes, marais","acque ferme, torbiere"
5B32026C-08C7-4EA9-AB60-C627F788F263,3,gefährdet,"stehende oder leicht fliessende Gewässer, Moore","eaux stagnantes ou faiblement courantes, marais","acque ferme o leggermente correnti, torbiere"
6EE55BA0-CC2D-4E50-8B06-3DF129F473CE,1,vom Aussterben bedroht,"Tümpel, Moore","mares de montagne, marais","stagni, torbiere"
88B80DC6-3091-4E2D-856E-86131965E49A,1,vom Aussterben bedroht,"Fischteiche, keine neueren Funde","grands étangs, aucune nouvelle capture signalée","stagni per i pesci, piccoli ritrovamenti recenti"
0BAE3B85-2690-4CB9-B92A-E925A920E71D,4,potentiell gefährdet,"Moore, ruhige und kalte Gewässer","marais, eaux froides et calmes","torbiere, acque tranquille e fredde"
4FD730FF-0DAD-4E17-B3DB-534FBE322429,1,vom Aussterben bedroht,Tümpel mit Pflanzen,mares froides et ombragées avec végétation,stagni con vegetazione
471EA0BC-F2E3-4822-AF71-D84107C2AC19,3,gefährdet,"temporäre Tümpel, vegetationsreiche Gewässer",eaux stagnantes riches en végétation,"stagni temporanei, acque ricche di vegetazione"
87B8454D-8850-4490-AE49-17658323CC20,3,gefährdet,kalte und schattige Tümpel mit Pflanzen,mares riches en végétation,stagni freddi e ombreggiati con vegetazione
E85EC339-62E6-4A36-A29F-C129E0564B5E,2,stark gefährdet,Tümpel mit Pflanzen,mares riches en végétation,stagni con vegetazione
D4BA6CAC-205A-44A2-986E-25CB0CDA5C50,1,vom Aussterben bedroht,"Moore, Tümpel an moorigen Stellen",mares et marais tourbeux,"torbiere, pozze torbose"
616709F6-92DA-43DD-8823-7CD1BE9FC89F,3,gefährdet,"Kleingewässer, zwischen Wasserpflanzen",petits cours d'eau parmi la végétation,"acquitrini, tra le piante acquatiche"
BD126BAF-F24F-41D4-ADFF-CC2CA8D96A90,2,stark gefährdet,Tümpel mit frischem Wasser,mares à eaux fraîches,stagni con acqua fresca
